Stop ID,Stop Name,Location
487157,ON NALL AT 61ST PLACE NORTHBOUND,"(39.01744, -94.648918)"
7100146,ON PROSPECT AT 25TH SOUTHBOUND,"(39.080829, -94.552395)"
121154,ON VIVION BETW ANTIOCH & CHOUTEAU EB,"(39.187437, -94.546705)"
6601619,ON ANTIOCH AT W 83RD ST NORTHBOUND,"(38.978413, -94.68629)"
1831518,ON E 23RD AT HYVEE EB,"(39.078436, -94.396096)"
1420018,ON N OAK AT NE 70TH ST NB,"(39.220935, -94.576025)"
2700042,ON 27TH AT BROOKLYN WESTBOUND,"(39.077302, -94.556942)"
5561523,ON METCALF AT 87TH ST NB,"(38.971116, -94.66751)"
5561533,ON MARTWAY ST AT BROADMOOR EASTBOUND,"(39.020464, -94.665753)"
5850,ON OAK AT 9TH NB,"(39.103301, -94.578306)"
2850067,ON STERLING AT SHELEY SOUTHBOUND,"(39.067034, -94.446821)"
402193,ON MARTWAY DR BETWEEN WOODSON & OUTLOOK EB,"(39.019798, -94.653137)"
6601615,ON ANTIOCH AT 88TH TER/89TH ST NORTHBOUND,"(38.966247, -94.686222)"
1211219,ON 45TH ST AT MYRTLE WB,"(39.044117, -94.537917)"
5400148,ON PASEO AT 57TH SOUTHBOUND,"(39.023529, -94.568289)"
2400144,ON 24 HWY AT KENTUCKY EASTBOUND,"(39.107469, -94.474613)"
29104,ON 24 HWY AT MAYES EB,"(39.111024, -94.390755)"
7100150,ON PROSPECT AT 29TH SOUTHBOUND,"(39.07358, -94.552742)"
5600076,ON WORNALL AT 90TH SOUTHBOUND,"(38.965404, -94.595555)"
1040070,ON STRONG AT 41ST EASTBOUND,"(39.075051, -94.676017)"
107178,ON ROE AT W 53RD SOUTHBOUND,"(39.032416, -94.639883)"
1040050,ON STRONG AT 26TH WESTBOUND,"(39.075181, -94.659014)"
85171,ON PASEO AT ARMOUR SOUTHBOUND FARSIDE,"(39.062989, -94.567154)"
7100193,ON PROSPECT AT 70TH SOUTHBOUND,"(38.999943, -94.556875)"
2803015,ON BLUE RIDGE CUTOFF AT 43RD TERR NB,"(39.043903, -94.475759)"
5751581,ON 75TH ST AT JUNIPER DR EASTBOUND NEARSIDE,"(38.993112, -94.643931)"
75182,ON E 87TH AT HILLCREST EASTBOUND,"(38.967333, -94.522426)"
403185,ON SHAWNEE MISSION PARKWAY AT CRAIG EASTBOUND,"(39.014829, -94.678744)"
113032,ON N  47TH ST  AT STATE AVE  SOUTHBOUND,"(39.116785, -94.686594)"
5100168,ON WARD PKWY AT 87TH SOUTHBOUND,"(38.970729, -94.605294)"
2841501,ON LIBERTY AT 515 LIBERTY NORTHBOUND,"(39.087492, -94.417222)"
752019,75TH AND PROSPECT TRANSIT CENTER,"(38.990183, -94.55633)"
229182,ON N AMBASSADOR AT 103RD SOUTHBOUND FARSIDE,"(39.27987, -94.670539)"
271302,ON 27TH ST AT WEST PASEO WESTBOUND,"(39.077635, -94.56689)"
1070130,ON 47TH AT ADAMS EASTBOUND,"(39.044032, -94.613212)"
390047,ON 39TH AT PROSPECT WESTBOUND,"(39.05552, -94.554461)"
1632301,ON 67TH AT BLUE RIDGE WESTBOUND,"(39.002459, -94.482577)"
4700007,ON SNI-A-BAR AT BLUE RIDGE CUTOFF WB,"(39.031169, -94.48109)"
place_trucrn,Truman Corners,"(38.906808, -94.525926)"
7100152,ON PROSPECT AT 31ST SOUTHBOUND FARSIDE,"(39.069612, -94.552921)"
2931514,ON R D MIZE AT SHRANK SB,"(39.072492, -94.376975)"
24317,COURTESY ON PRAIRIEVIEW AT 80TH NB,"(39.2396, -94.658758)"
29195,ON 15TH ST AT DUCK ROAD NORTHBOUND NEARSIDE,"(38.894309, -94.527521)"
5751532,ON 97TH AT OAK PARK MALL LOOP WESTBOUND NEARSIDE,"(38.951347, -94.720299)"
1020057,ON CENTRAL AT 9TH EASTBOUND,"(39.10034, -94.63218)"
5461529,ON NIEMAN ROAD ON 65TH ST NB,"(39.010359, -94.714464)"
5751505,ON QUIVIRA AT 119TH NORTHBOUND FARSIDE,"(38.913037, -94.723536)"
1750118,ON 63RD AT ELMWOOD EASTBOUND,"(39.012082, -94.532968)"
2851523,ON US 40 HWY AT BEVERLY WB FARSIDE,"(39.040109, -94.430426)"
1060086,ON 7TH AT WASHINGTON SOUTHBOUND,"(39.118666, -94.626889)"
1090069,ON 9TH AT BENTON EASTBOUND FARSIDE,"(39.102187, -94.544084)"
132153,ON WOF AVE AT 48TH NEAR BUSINESS ENTR NB,"(39.179672, -94.492284)"
2800042,ON BLUE RIDGE BLVD AT 85TH TERRACE NORTHBOUND,"(38.969294, -94.496284)"
1090023,ON 9TH AT CLEVELAND WESTBOUND NEARSIDE,"(39.102063, -94.537308)"
5561544,ON METCALF AT 71ST ST SOUTHBOUND,"(39.000137, -94.667836)"
5311001,ON ZOO DRIVE AT STARLIGHT TICKET OFFICE,"(39.008394, -94.531587)"
25186,ON TROOST AT 45TH NORTHBOUND,"(39.045176, -94.572723)"
1020030,ON CENTRAL AT VALLEY WESTBOUND,"(39.103052, -94.641318)"
2850090,ON STERLING AT 27TH ST NORTHBOUND,"(39.07299, -94.446297)"
1080133,ON INDIANA AT 31ST NORTHBOUND,"(39.069473, -94.543602)"
1040019,ON 10TH AT ANN SOUTHBOUND,"(39.113716, -94.635174)"
5561528,ON MARTY ST AT 80TH ST SOUTHBOUND,"(38.984985, -94.670104)"
5461539,ON JOHNSON DRIVE AT GODDARD ST EB,"(39.022912, -94.709931)"
1131543,ON LEAVENWORTH RC AT 101ST ST EB,"(39.142979, -94.810891)"
2800315,ON BLUE RIDGE BLVD AT 77TH TERR. SOUTHBOUND,"(38.983528, -94.483344)"
59,MISSION TRANSIT CENTER SOUTHBOUND LANE,"(39.022723, -94.645962)"
5600148,ON WORNALL AT 91ST NORTHBOUND,"(38.963631, -94.59552)"
1750069,ON STATE LINE AT 82ND SPRINT NORTHBOUND,"(38.980221, -94.608263)"
292153,ON INDEP AVE BTWN OXFORD AND BROOKSIDE WB,"(39.10343, -94.468353)"
23108,ON AMBASSADOR AT SKYVIEW SB,"(39.252643, -94.649764)"
2800334,ON 87TH AT 6408 E 87TH ST WESTBOUND,"(38.96723, -94.51441)"
2840082,ON NOLAND AT 3301 NOLAND NB,"(39.061664, -94.414574)"
951653,ON 95TH AT CONNELL DR WESTBOUND,"(38.956712, -94.698881)"
71911,ON PROSPECT AT 58TH SOUTHBOUND NEARSIDE,"(39.021196, -94.555589)"
3700592,ON N OAK AT 81ST NORTHBOUND,"(39.240884, -94.57592)"
1372803,ON N PROSPECT AT 70TH SB,"(39.220975, -94.548644)"
28155,ON WINCHESTER AVE AT 116TH SB,"(38.91356, -94.510592)"
114026,ON STATE AVE AT N 92ND ST  WESTBOUND,"(39.116525, -94.792184)"
1290010,ON N CHATHAM AVE AT 64TH NORTHBOUND (HYVEE),"(39.211942, -94.64319)"
6300026,ON 63RD STREET AT BELLEFONTAINE WB,"(39.012299, -94.550196)"
1080303,ON 18TH AT INDIANA EASTBOUND,"(39.090444, -94.542726)"
9936,ON PARVIN AT PRATHER EB,"(39.167617, -94.553476)"
3100014,ON 31ST AT ASKEW WESTBOUND,"(39.069539, -94.541482)"
111,KU EDWARDS,"(38.900841, -94.725339)"
390037,ON 39TH AT JACKSON WESTBOUND,"(39.054906, -94.534974)"
1080161,ON 18TH AT LYDIA WESTBOUND,"(39.091333, -94.566789)"
272500,ON 27TH AT BENTON WESTBOUND,"(39.077047, -94.549195)"
2400129,ON INDEPENDENCE AVE AT COLORADO EASTBOUND,"(39.105204, -94.520166)"
3100044,ON PENNSYLVANIA AT 32ND NORTHBOUND,"(39.069717, -94.591181)"
25088,ON 95TH TERR AT GARFIELD EASTBOUND,"(38.956731, -94.562988)"
5100061,ON BROADWAY AT 32ND NORTHBOUND,"(39.069273, -94.589975)"
3800111,ON BURLINGTON AT E 13TH AVE NORTHBOUND,"(39.132221, -94.580386)"
1200034,ON JACKSON AT 20TH NORTHBOUND FARSIDE,"(39.087451, -94.533475)"
2800272,ON BLUE RIDGE BLVD AT 49TH ST SOUTHBOUND,"(39.032463, -94.439039)"
181919,ON N 18TH AT CLEVELAND NORTHBOUND NEARSIDE,"(39.133646, -94.651185)"
1230121,ON 23RD AT HARDESTY EASTBOUND,"(39.083219, -94.520042)"
3100032,ON 31ST AT CAMPBELL WESTBOUND,"(39.070648, -94.573805)"
1040035,ON 10TH AT SHAWNEE SOUTHBOUND,"(39.08593, -94.635343)"
1750016,ON CLEVELAND AT 73RD SOUTHBOUND,"(38.993636, -94.543162)"
540011,ON 85TH ST AT WORNALL EASTBOUND NEARSIDE,"(38.97407, -94.595267)"
5610001,ON OAK AT MINOR NORTHBOUND,"(38.921687, -94.588374)"
2402048,ON TRUMAN AT HOCKER EASTBOUND,"(39.093475, -94.409224)"
4700020,ON BLUE PKWY AT FAIRWAY WESTBOUND,"(39.030802, -94.510609)"
1020073,ON CENTRAL AT 21ST WESTBOUND,"(39.107267, -94.652736)"
306208,ON LEES SUMMIT AT WALNUT SOUTHBOUND NEARSIDE,"(39.089301, -94.390207)"
175158,ON STATE LINE AT 95TH SOUTBOUND NEARSIDE,"(38.956864, -94.608271)"
7100033,ON PROSPECT AT 56TH NORTHBOUND,"(39.024625, -94.555224)"
2960029,ON BLUE RIDGE BLVD AT 98TH TERR SOUTHBOUND,"(38.946703, -94.508281)"
6721501,ON W 95TH ST AT NIEMAN ROAD EASTBOUND FARSIDE,"(38.956449, -94.71426)"
1420314,ON BARRY RD AT WAUKOMIS DR EB,"(39.246593, -94.643135)"
2400073,ON INDEPENDENCE AVE AT CAMPBELL WESTBOUND,"(39.107145, -94.572218)"
3700508,ON N OAK AT 77TH SB,"(39.234168, -94.576148)"
5600070,ON WORNALL AT 84TH TERR SOUTHBOUND,"(38.975283, -94.595117)"
390029,ON OAKLEY AT 39TH TERR NB,"(39.052258, -94.519658)"
26001,ON 12TH AT CHARLOTTE EASTBOUND NEARSIDE,"(39.099568, -94.57413)"
201,EAST VILLAGE - BAY A,"(39.099456, -94.573445)"
1060203,ON 38TH AT EVERETT SOUTHBOUND,"(39.120472, -94.673417)"
571733,ON WORNALL AT WOODBRIDGE LANE NORTHBOUND,"(38.893839, -94.594911)"
1211218,ON JACKSON AT 45TH ST SB,"(39.044075, -94.535805)"
3100064,ON 31ST AT CAMPBELL EASTBOUND,"(39.070556, -94.574116)"
24155,ON WHITE OAK AT OSAGE EB,"(39.094525, -94.418536)"
51153,ON BROADWAY AT 12TH ST SB,"(39.100206, -94.588484)"
282330,ON 40 HWY AT 6401 E 40 HWY WESTBOUND,"(39.069794, -94.507958)"
2921511,ON CEDAR AT 217 CEDAR NB,"(39.106501, -94.457749)"
519195,ON S MUR-LEN AT ROGERS SOUTHBOUND FARSIDE,"(38.903428, -94.779783)"
5400171,ON PASEO AT 76TH TERRACE SOUTHBOUND,"(38.988181, -94.566746)"
2800098,ON BLUE RIDGE BLVD AT 46TH TERRACE NORTHBOUND,"(39.037335, -94.437236)"
5461503,ON RENNER BLVD AT 112TH ST NB,"(38.924681, -94.779253)"
2800301,ON BLUE RIDGE CUT OFF AT 6220 BLUE RIDGE CUTOFF SB,"(39.010972, -94.481886)"
1200059,ON ELLA FITZGERALD AT WOODLAND WESTBOUND,"(39.099293, -94.560826)"
5600055,ON WORNALL AT 68TH TERRACE SB,"(39.00485, -94.593526)"
173100,ON ARMOUR AT VERNON EASTBOUND,"(39.145256, -94.55795)"
571718,ON OAK AT 112TH SOUTHBOUND FARSIDE,"(38.92398, -94.588342)"
290132,ON BARRY RD AT HICKORY EASTBOUND,"(39.246267, -94.598509)"
8035,ON PARVIN AT 39TH EB,"(39.164859, -94.550505)"
1930052,ON WINNER AT 9TH NORTHBOUND,"(39.099362, -94.465729)"
495181,ON RENNER AT 89TH NORTHBOUND NEARSIDE,"(38.967292, -94.779518)"
26017,ON TROOST AT 59TH NB,"(39.020088, -94.574113)"
2700146,ON HARDESTY AT 34TH SOUTHBOUND,"(39.063552, -94.520878)"
403154,ON SANTA FE AT PINE EASTBOUND,"(38.883465, -94.82413)"
2340005,ON AMBASSADOR AT NORTH PLAZA CIRCLE SB,"(39.30926, -94.682367)"
111614,ON SW BLVD AT 31ST ST WESTBOUND,"(39.072546, -94.607359)"
1910005,ON 24 HWY AT SALISBURY WESTBOUND,"(39.10765, -94.392187)"
114200,ON VILLAGE WEST AT CABELA DR NORTHBOUND,"(39.118976, -94.818485)"
540002,ON PASEO AT 85TH ST SB,"(38.973205, -94.567442)"
1350078,ON VERNON AT TANEY NORTHBOUND,"(39.147274, -94.555983)"
1210068,ON CHOUTEAU AT GARDNER NORTHBOUND,"(39.127028, -94.519509)"
5600182,ON BROOKSIDE AT 58TH NB,"(39.0217, -94.58743)"
2400065,ON INDEPENDENCE AVE AT GARFIELD WESTBOUND,"(39.106588, -94.557021)"
495188,ON 95TH AT MONROVIA EASTBOUND NEARSIDE,"(38.956421, -94.728413)"
2800084,ON 47TH AT PITTMAN EASTBOUND,"(39.037484, -94.462152)"
1350083,ON 10 HWY AT EXCELSIOR EASTBOUND,"(39.154249, -94.547416)"
1080241,ON INDIANA AT 41ST SOUTHBOUND,"(39.051608, -94.544636)"
3000102,ON ST JOHN AT BRIGHTON EASTBOUND,"(39.11256, -94.523464)"
35162,ON WESTPORT ROAD AT JARBOE WESTBOUND FARSIDE,"(39.049931, -94.59995)"
30109,ON EQUITABLE AT UNIVERSAL EB,"(39.136933, -94.505673)"
3700009,ON N OAK AT 76TH SB,"(39.231984, -94.576155)"
390146,ON 39TH AT OLIVE EASTBOUND,"(39.055448, -94.556049)"
1060038,ON QUINDARO AT 11TH WESTBOUND,"(39.135478, -94.637889)"
2490010,ON METCALF AT 95TH ST SOUTHBOUND FARSIDE,"(38.956475, -94.667817)"
23520,ON 35TH AT SOUTH BENTON BLVD WESTBOUND,"(39.062571, -94.549604)"
1231205,ON 22ND ST AT HOLMES EB,"(39.086321, -94.575874)"
2960009,ON BANNISTER AT NEWTON WESTBOUND,"(38.952589, -94.510225)"
11623,ON PARALLEL PKWY AT 77TH ST EASTBOUND,"(39.128452, -94.75626)"
85196,ON MCGEE TRAFFICWAY AT 27TH SOUTHBOUND,"(39.076558, -94.580028)"
2800019,ON BLUE RIDGE BLVD AT 102ND NORTHBOUND,"(38.93998, -94.508491)"
550171,UNITY VILLAGE,"(38.946354, -94.408589)"
2700130,ON 27TH AT KENSINGTON EASTBOUND NEARSIDE,"(39.076356, -94.5316)"
5500208,ON BANNISTER AT LYDIA EASTBOUND,"(38.955025, -94.572956)"
3700056,ON BURLINGTON AT ARMOUR SOUTHBOUND,"(39.141268, -94.580604)"
1011306,ON MINNESOTA AT 16TH ST WB,"(39.115569, -94.646924)"
31001,ON 43RD WESTBOUND FARSIDE STERLING,"(39.044227, -94.44822)"
2840051,ON 23RD AT NOLAND/DODIGION EASTBOUND,"(39.078987, -94.413621)"
3000022,ON ST JOHN AT KENSINGTON WESTBOUND,"(39.112875, -94.530235)"
391627,ON 45TH BETWEEN ELMWOOD & LAWN EASTBOUND,"(39.043733, -94.530551)"
47152,ON SNI-A-BAR AT BRYAMS FORD WB,"(39.031177, -94.483498)"
1060017,ON 6TH AT MINNESOTA SOUTHBOUND,"(39.115416, -94.624138)"
1601,RIVER MARKET WEST ON DELAWARE AT 4TH ST SB,"(39.108848, -94.584417)"
4700190,ON ARARAT AT EASTWOOD TFWY NORTHBOUND,"(39.031316, -94.503885)"
1010120,ON MINNESOTA AT 8TH EASTBOUND,"(39.115482, -94.629722)"
25075,ON TROOST AT 7920 TROOST SOUTHBOUND NEARSIDE,"(38.983521, -94.576124)"
250026,ON TROOST AT 18TH SOUTHBOUND,"(39.09147, -94.57034)"
7100084,ON TRUMAN AT CHARLOTTE WESTBOUND FARSIDE,"(39.095635, -94.5744)"
1350034,ON VERNON AT TANEY SOUTHBOUND,"(39.146522, -94.556435)"
1730013,ON 210 HWY AT AMERISTAR DR WB,"(39.155069, -94.47784)"
1040078,ON STRONG AT 28TH EASTBOUND,"(39.075056, -94.661557)"
1030022,ON SUNSHINE AT BRINKERHOFF WESTBOUND,"(39.146667, -94.620295)"
1131519,ON LEAVENWORTH RD AT E WELBORN DR EB,"(39.142817, -94.690169)"
1060072,ON QUINDARO AT 11TH EASTBOUND,"(39.135418, -94.638071)"
7100016,ON PROSPECT AT GREGORY NORTHBOUND FARSIDE,"(38.998344, -94.556818)"
7100062,ON PROSPECT AT 27TH NORTHBOUND,"(39.077249, -94.552379)"
5461534,ON NIEMAN ROAD AT 60TH SOUTHBOUND,"(39.020152, -94.714638)"
6300076,ON 63RD AT SWOPE PKWY EASTBOUND,"(39.011776, -94.542528)"
1062503,ON QUINDARO AT 13TH EB,"(39.136672, -94.643145)"
5461522,ON NIEMAN ROAD AT 75TH STREET SOUTHBOUND NS,"(38.994248, -94.714483)"
2700110,ON 27TH AT TROOST EASTBOUND,"(39.077677, -94.571105)"
1031532,ON W 4TH AT WASHINGTON EB,"(39.108328, -94.589771)"
5751545,ON QUIVIRA AT 76TH ST NB,"(38.990442, -94.72355)"
290145,ON AMBASSDR AT 111TH NORTHBOUND,"(39.293142, -94.681468)"
2800115,ON PITTMAN AT 40 HWY NORTHBOUND,"(39.055262, -94.461148)"
101152,ON ARMSTRONG AT 5TH WB,"(39.114622, -94.621248)"
291155,ON N OSAGE VILLAGE DR AT US HWY 24,"(39.130185, -94.352168)"
1020092,ON STATE AVE AT 29TH ST EASTBOUND,"(39.116705, -94.661631)"
1131302,ON PARALLEL PKWY AT 99TH ST WB,"(39.128721, -94.807185)"
5600162,ON WORNALL AT 78TH NORTHBOUND,"(38.986854, -94.594422)"
282315,ON 40 HWY AT 8601 E 40 HWY EASTBOUND,"(39.06358, -94.484225)"
1070003,ON 38TH AT OAKLAND NORTHBOUND,"(39.121385, -94.673243)"
place_47stat,47th & State Ave MetroCenter,"(39.113784, -94.685616)"
5100058,ON BROADWAY AT ARMOUR NORTHBOUND,"(39.064135, -94.590266)"
6346,ON N ANTIOCH AT ENGLEWOOD SB,"(39.19557, -94.548766)"
103151,ON HILLTOP RD AT FAIRFAX BLUFFS WB,"(39.143153, -94.638783)"
4021809,ON RENNER BLVD AT 113TH NORTHBOUND / AMAZON,"(38.92233, -94.779278)"
95162,ON 95TH AT LACKMAN EASTBOUND NEARSIDE,"(38.956333, -94.760999)"
1022601,ON CENTRAL AT VALLEY EB,"(39.102945, -94.64139)"
5610008,ON WORNALL AT BRIDLESPUR NORTHBOUND,"(38.933145, -94.59587)"
183153,ON BOLGER AT 37TH TERR SB,"(39.050558, -94.36867)"
5400154,ON PASEO AT 63RD SOUTHBOUND,"(39.013234, -94.570543)"
2800320,ON BLUE RIDGE BLVD AT 81ST SOUTHBOUND,"(38.977121, -94.490267)"
951633,ON 95TH AT CHADWICK/ENSLEY EASTBOUND,"(38.956802, -94.621628)"
251102,ON OUTER ROAD AT HYVEE 40 HWY & NOLAND EB,"(39.036415, -94.415088)"
3000015,ON ST JOHN AT QUINCY WESTBOUND,"(39.112615, -94.5221)"
1161813,ON PARALLEL AT 55TH WESTBOUND NEARSIDE,"(39.1286, -94.705173)"
7100001,ON CLEVELAND AT 73RD NORTHBOUND FARSIDE,"(38.993927, -94.543027)"
1070046,ON 7TH AT CHEYENNE SOUTHBOUND,"(39.080806, -94.625766)"
5751578,ON 75TH AT WOODSON ST WB,"(38.993168, -94.653608)"
1200134,ON 12TH AT PASEO EASTBOUND,"(39.099242, -94.564169)"
7100059,ON PROSPECT AT VICTOR NORTHBOUND,"(39.073727, -94.55258)"
6601520,ON INDIAN CREEK PKWY AT GRANDVIEW DR WESTBOUND,"(38.931937, -94.690545)"
1200119,ON PENNSYLVANIA AT 9TH SOUTHBOUND,"(39.103701, -94.591055)"
4700179,ON SWOPE PKWY AT COLLEGE EASTBOUND,"(39.037803, -94.546622)"
401173,ON 119TH AT GRANT WESTBOUND FARSIDE,"(38.912991, -94.690597)"
10101,ON MINNESOTA AVE AT 7TH STREET WB,"(39.115568, -94.626944)"
1420023,ON N OAK AT 65TH ST NB,"(39.212206, -94.576117)"
25199,ON TROOST AT LINWOOD NORTHBOUND,"(39.06859, -94.571363)"
5600092,ON 103RD AT 1300 W 103RD WESTBOUND,"(38.942073, -94.606975)"
3000071,ON 8TH AT TRACY EASTBOUND,"(39.103917, -94.567181)"
312505,ON JACKSON AT 31ST NORTHBOUND NEARSIDE,"(39.069185, -94.534397)"
390156,ON 39TH AT CLEVELAND EASTBOUND,"(39.054904, -94.539981)"
5751524,ON QUIVIRA AT 105TH STREET SOUTHBOUND,"(38.938874, -94.723681)"
403158,ON SANTA FE AT BUCHANAN EASTBOUND NEARSIDE,"(38.883506, -94.807452)"
5600131,ON CARONDELET AT BLDG A WESTBOUND,"(38.935589, -94.605602)"
2910006,ON 24 HWY AT 291 HWY WESTBOUND,"(39.117935, -94.382888)"
1010042,ON 47TH AT MINNESOTA SOUTHBOUND,"(39.116093, -94.686572)"
282325,ON 40 HWY AT EWING HEART MOBILE VILLAGE WB,"(39.07037, -94.503714)"
1012823,ON STATE AVE AT 89TH EB,"(39.116231, -94.785848)"
1478,ON PARVIN AT RUSSELL WB,"(39.16695, -94.556538)"
5600144,ON WORNALL AT 96TH TERRACE NORTHBOUND,"(38.95359, -94.59587)"
25025,ON TROOST AT LINWOOD SOUTHBOUND,"(39.068536, -94.571489)"
2800046,ON BLUE RIDGE BLVD AT 81ST TERRACE  NORTHBOUND,"(38.975915, -94.491453)"
2930007,BLUE RIVER COMMUNITY COLLEGE 20301 E. 78 HWY,"(39.083176, -94.339174)"
6300008,ON 67TH AT JAMES A. REED WESTBOUND,"(39.002795, -94.491414)"
390137,ON 39TH AT TROOST EASTBOUND,"(39.056035, -94.572248)"
47,SHOPS AT BLUE PKWY & KENSINGTON,"(39.034101, -94.534061)"
542300,ON SWOPE PKWY AT 63RD NORTHBOUND FS,"(39.012074, -94.542023)"
1090096,ON 12TH AT EWING EASTBOUND,"(39.097265, -94.503213)"
6781501,ON W 66TH AT HILLTOP DR,"(39.008858, -94.844054)"
5461507,ON COLLEGE BLVD AT LACKMAN EASTBOUND,"(38.927158, -94.760975)"
1040112,ON ARMSTRONG AT 8TH ST WESTBOUND,"(39.114646, -94.629508)"
1020099,ON CENTRAL AT 21ST ST EASTBOUND,"(39.10725, -94.653005)"
101156,ON VILLAGE WEST AT SUNFLOWER LANE NWB,"(39.125312, -94.828875)"
129154,ON AMBASSADOR AT PLAZA CIRCLE NB,"(39.308695, -94.681883)"
106153,ON 3RD AT WYANDOTTE EB,"(39.109293, -94.585903)"
1040054,ON STRONG AT 35TH WESTBOUND,"(39.075172, -94.669021)"
1040066,ON 40TH AT RUBY NORTHBOUND,"(39.071314, -94.674769)"
5600062,ON WORNALL AT 77TH SOUTHBOUND NEARSIDE,"(38.988799, -94.59443)"
390176,ON 43RD AT NORTON EASTBOUND,"(39.047546, -94.536839)"
291915,ON GRANDVIEW AT LENA SOUTHBOUND NEARSIDE,"(38.891944, -94.534803)"
951615,ON 95TH SANTA FE TRAIL DR EASTBOUND NEARSIDE,"(38.956195, -94.747902)"
1070082,ON 7TH AT PACIFIC NORTHBOUND,"(39.098923, -94.626059)"
1080229,ON INDIANA AT 29TH STREET SOUTHBOUND,"(39.072464, -94.543572)"
512319,ON BROADWAY BETWEEN KNICKERBOCKER AND ARMOUR NB,"(39.062873, -94.590334)"
7100188,ON PROSPECT AT MEYER SOUTHBOUND,"(39.007495, -94.556556)"
2800268,ON BLUE RIDGE BLVD AT 44TH TERR SOUTHBOUND,"(39.041348, -94.437019)"
1040023,ON 10TH AT TENNY SOUTHBOUND,"(39.106111, -94.635551)"
6601535,ON SHAWNEE MISSION PARKWAY AT FOSTER/SANTA FE WB,"(39.015072, -94.672155)"
1131535,ON 103RD TERR BETWEEN WEBSTER AND LEAVENWORTH NB,"(39.141231, -94.814843)"
205,EAST VILLAGE - BAY E,"(39.099399, -94.57362)"
403189,ON STRANG LINE AT 116TH SOUTHBOUND,"(38.918262, -94.761124)"
2401109,ON 23RD AT LEES SUMMIT EB FS,"(39.078193, -94.390309)"
1320076,ON WORLDS OF FUN AVE AT #1 MAIN ENTRANCE NB,"(39.1759, -94.492341)"
5751591,ON 75TH ST AT CHADWICK EASTBOUND NEARSIDE,"(38.99321, -94.621118)"
3800126,ON N OAK AT INDIANOLA NORTHBOUND,"(39.163057, -94.576762)"
220702,ON 40 HWY AT 10440 EAST 40 HWY WB,"(39.053311, -94.455826)"
3100019,ON 31ST AT CHESTNUT WESTBOUND,"(39.069826, -94.550469)"
475191,ON QUIVIRA AT 97TH SOUTHBOUND FARSIDE,"(38.951432, -94.723778)"
2921506,ON 15TH AT LEOTI ST WB,"(39.09111, -94.441048)"
95165,ON 95TH AT ANTIOCH EASTBOUND FARSIDE,"(38.956555, -94.685158)"
2800067,ON BLUE RIDGE CUT OFF AT 61ST NB,"(39.012501, -94.48168)"
18180,ON OAK AT 17TH NEARSIDE NORTHBOUND,"(39.093203, -94.578817)"
1631501,ON WINCHESTER AT 6301 WINCHESTER AVE SOUTHBOUND,"(39.008983, -94.50426)"
1080126,ON INDIANA AT 37TH NORTHBOUND,"(39.058672, -94.544156)"
390062,ON 39TH AT WARWICK WESTBOUND,"(39.056544, -94.583662)"
3000093,ON ST JOHN AT CLINTON EASTBOUND,"(39.112935, -94.534007)"
5300124,ON SWOPE PKWY AT MEYER SOUTHBOUND,"(39.007624, -94.542618)"
306204,CITY OF INDEPENDENCE UTILIITES CENTER NORTHBOUND,"(39.076555, -94.375587)"
181915,ON N 18TH AT NEBRASKA NOTHBOUND NEARSIDE,"(39.117425, -94.64935)"
2700026,ON 27TH AT LISTER WESTBOUND,"(39.07635, -94.528192)"
1200041,ON 12TH AT JACKSON  WESTBOUND,"(39.09825, -94.533232)"
1040093,ON 10TH AT ARGENTINE NORTHBOUND,"(39.084766, -94.635194)"
7100038,ON PROSPECT AT 51ST NORTHBOUND,"(39.033646, -94.554681)"
106159,ON PRAUN AT PARALLEL NB,"(39.128207, -94.673607)"
25083,ON TROOST AT 89TH SOUTHBOUND,"(38.966311, -94.576977)"
1260009,ON CHOUTEAU AT FRONT NORTHBOUND,"(39.131317, -94.52312)"
272701,ON PERSHING AT MAIN WESTBOUND FS,"(39.084123, -94.584371)"
5600050,ON BROOKSIDE AT 63RD SB,"(39.013924, -94.59162)"
2960039,ON BLUE RIDGE AT 10908 BLUE RIDGE SOUTHBOUND,"(38.92369, -94.509036)"
2932500,ON LEES SUMMIT AT HAYWARD SB,"(39.084133, -94.390449)"
1211203,ON JACKSON AT 41ST NB,"(39.05125, -94.535301)"
114021,ON N 82ND BTWN PARALLEL AND TROUP SOUTHBOUND,"(39.126962, -94.769905)"
3100069,ON 31ST AT FLORA EASTBOUND,"(39.070262, -94.565205)"
1060066,ON QUINDARO AT 20TH EASTBOUND,"(39.138982, -94.652561)"
282702,ON BLUE RIDGE BLVDAT OAKLAND AVE SOUTHBOUND,"(38.95806, -94.501342)"
3700094,ON BURLINGTON AT 21ST AVE NORTHBOUND,"(39.143745, -94.580219)"
29191,ON E 129TH AT BOOTH EASTBOUND NEARSIDE,"(38.891472, -94.521745)"
2220016,ON MCGEE NORTH OF PERSHING AT HYATT HOTEL NB,"(39.084415, -94.580455)"
3800041,ON N HIGHLAND AT KNOLLWOOD APTS SOUTHBOUND,"(39.179939, -94.559466)"
540008,ON WARD PKWY BETWEEN 85TH ST & 85TH TERR SB,"(38.974246, -94.606906)"
1090049,ON 10TH AT OAK EASTBOUND NEARSIDE,"(39.102153, -94.578522)"
4700024,ON BLUE PKWY AT ELMWOOD WESTBOUND,"(39.034814, -94.531447)"
